phenocode,name,category,num_cases,num_controls,path_bucket,path_https
M13_POLYMYO,Polymyositis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),208,332115,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_POLYMYO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_POLYMYO.gz
M13_POSTOPMUSCULOSKE,"Postprocedural musculoskeletal disorders, not elsewhere classified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),1502,339009,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_POSTOPMUSCULOSKE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_POSTOPMUSCULOSKE.gz
M13_PREPATELLARBURSITIS,Prepatellar bursitis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),1063,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_PREPATELLARBURSITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_PREPATELLARBURSITIS.gz
M13_PSOASTEND,Psoas tendinitis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),83,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_PSOASTEND.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_PSOASTEND.gz
M13_PSORIARTH,Psoriatic arthropathies,XIII Diseases of the musculoskeletal system and connective tissue (M13_),2776,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_PSORIARTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_PSORIARTH.gz
M13_PYOGARTH,Pyogenic arthritis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),1803,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_PYOGARTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_PYOGARTH.gz
M13_RADICULOPATHY,Radiculopathy,XIII Diseases of the musculoskeletal system and connective tissue (M13_),4929,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_RADICULOPATHY.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_RADICULOPATHY.gz
M13_REACTARTH,Reactive arthropathies,XIII Diseases of the musculoskeletal system and connective tissue (M13_),2540,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_REACTARTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_REACTARTH.gz
M13_RECUDISLOCATIO,Recurrent dislocation and subluxation of joint,XIII Diseases of the musculoskeletal system and connective tissue (M13_),2011,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_RECUDISLOCATIO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_RECUDISLOCATIO.gz
M13_RHEUMA,Rheumatoid arthritis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),11178,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_RHEUMA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_RHEUMA.gz
M13_RHEUMATISM,"Rheumatism, unspecified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),4250,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_RHEUMATISM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_RHEUMATISM.gz
M13_ROTATORCUFF,Rotator cuff syndrome,XIII Diseases of the musculoskeletal system and connective tissue (M13_),21198,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_ROTATORCUFF.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_ROTATORCUFF.gz
M13_RUPTUREMUSC,Other rupture of muscle,XIII Diseases of the musculoskeletal system and connective tissue (M13_),122,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_RUPTUREMUSC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_RUPTUREMUSC.gz
M13_SACROCOGG,"Sacrococcygeal disorders, not elsewhere classified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),791,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SACROCOGG.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SACROCOGG.gz
M13_SACROILIITIS,"Sacroiliitis, not elsewhere classified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),1215,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SACROILIITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SACROILIITIS.gz
M13_SCIATICA,Sciatica+with lumbago,XIII Diseases of the musculoskeletal system and connective tissue (M13_),15980,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SCIATICA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SCIATICA.gz
M13_SCOLIOSIS,Scoliosis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),2251,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SCOLIOSIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SCOLIOSIS.gz
M13_SHORTACHILLES,Short Achilles tendon (acquired),XIII Diseases of the musculoskeletal system and connective tissue (M13_),582,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SHORTACHILLES.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SHORTACHILLES.gz
M13_SHOULDER,Shoulder lesions,XIII Diseases of the musculoskeletal system and connective tissue (M13_),30495,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SHOULDER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SHOULDER.gz
M13_SHOULDERBURSITIS,Bursitis of shoulder,XIII Diseases of the musculoskeletal system and connective tissue (M13_),555,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SHOULDERBURSITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SHOULDERBURSITIS.gz
M13_SHOULDERNAS,Other shoulder lesions,XIII Diseases of the musculoskeletal system and connective tissue (M13_),2266,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SHOULDERNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SHOULDERNAS.gz
M13_SJOGREN,Sicca syndrome [Sjögren],XIII Diseases of the musculoskeletal system and connective tissue (M13_),2247,332115,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SJOGREN.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SJOGREN.gz
M13_SOFTOVERUSE,"Soft tissue disorders related to use, overuse and pressure",XIII Diseases of the musculoskeletal system and connective tissue (M13_),7087,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SOFTOVERUSE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SOFTOVERUSE.gz
M13_SOFTTISSUE,Soft tissue disorders,XIII Diseases of the musculoskeletal system and connective tissue (M13_),89377,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SOFTTISSUE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SOFTTISSUE.gz
M13_SOFTTISSUENAS,Other specified/unspecified soft tissue disorders,XIII Diseases of the musculoskeletal system and connective tissue (M13_),1309,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SOFTTISSUENAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SOFTTISSUENAS.gz
M13_SOFTTISSUEOTH,"Other soft tissue disorders, not elsewhere classified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),36945,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SOFTTISSUEOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SOFTTISSUEOTH.gz
M13_SPINALOSTEOCHON,Spinal osteochondrosis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),278,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPINALOSTEOCHON.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPINALOSTEOCHON.gz
M13_SPINENTHES,Spinal enthesopathy,XIII Diseases of the musculoskeletal system and connective tissue (M13_),1035,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPINENTHES.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPINENTHES.gz
M13_SPININSTAB,Spinal instabilities,XIII Diseases of the musculoskeletal system and connective tissue (M13_),751,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPININSTAB.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPININSTAB.gz
M13_SPINSTENOSIS,Spinal stenosis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),16698,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPINSTENOSIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPINSTENOSIS.gz
M13_SPONDYLINFLAMNAS,Other specified/unspecified inflammatory spondylopathies,XIII Diseases of the musculoskeletal system and connective tissue (M13_),1255,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLINFLAMNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLINFLAMNAS.gz
M13_SPONDYLOLISTHESIS,Spondylolisthesis/Spondylolysis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),5031,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOLISTHESIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOLISTHESIS.gz
M13_SPONDYLOPATHINOTH,Spondylopathies in diseases classified elsewhere,XIII Diseases of the musculoskeletal system and connective tissue (M13_),251,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOPATHINOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOPATHINOTH.gz
M13_SPONDYLOPATHY,Spondylopathies,XIII Diseases of the musculoskeletal system and connective tissue (M13_),33692,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOPATHY.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOPATHY.gz
M13_SPONDYLOPATHYNAS,Other specified/unspecified spondylopathies,XIII Diseases of the musculoskeletal system and connective tissue (M13_),612,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOPATHYNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOPATHYNAS.gz
M13_SPONDYLOSIS,Spondylosis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),17465,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOSIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONDYLOSIS.gz
M13_SPONTRUPTSYNOTEND,Spontaneous rupture of synovium and tendon,XIII Diseases of the musculoskeletal system and connective tissue (M13_),2010,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONTRUPTSYNOTEND.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SPONTRUPTSYNOTEND.gz
M13_SYNOHYPERTROPH,"Synovial hypertrophy, not elsewhere classified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),250,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SYNOHYPERTROPH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SYNOHYPERTROPH.gz
M13_SYNOTEND,Disorders of synovium and tendon,XIII Diseases of the musculoskeletal system and connective tissue (M13_),18028,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SYNOTEND.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SYNOTEND.gz
M13_SYNOTENDINOTH,Disorders of synovium and tendon in diseases classified elsewhere,XIII Diseases of the musculoskeletal system and connective tissue (M13_),461,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SYNOTENDINOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SYNOTENDINOTH.gz
M13_SYSTCONINOTH,Systemic disorders of connective tissue in diseases classified elsewhere,XIII Diseases of the musculoskeletal system and connective tissue (M13_),100,332115,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SYSTCONINOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SYSTCONINOTH.gz
M13_SYSTCONNECT,Systemic connective tissue disorders,XIII Diseases of the musculoskeletal system and connective tissue (M13_),10384,332115,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SYSTCONNECT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SYSTCONNECT.gz
M13_SYSTSLCE,Systemic sclerosis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),544,332115,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_SYSTSLCE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_SYSTSLCE.gz
M13_TEMPARTERIT,Temporal arteritis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),794,332115,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TEMPARTERIT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TEMPARTERIT.gz
M13_TENDONCONTRACT,Oher contracture of tendon (sheath),XIII Diseases of the musculoskeletal system and connective tissue (M13_),80,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TENDONCONTRACT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TENDONCONTRACT.gz
M13_TENDOSYNOVITISNAS,Other/unspecified synovitis and tenosynovitis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),3260,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TENDOSYNOVITISNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TENDOSYNOVITISNAS.gz
M13_THORACISPINEPAIN,Pain in thoracic spine,XIII Diseases of the musculoskeletal system and connective tissue (M13_),3990,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_THORACISPINEPAIN.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_THORACISPINEPAIN.gz
M13_TIBIALCOLLATERAL,Tibial collateral bursitis [Pellegrini-Stieda],XIII Diseases of the musculoskeletal system and connective tissue (M13_),233,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TIBIALCOLLATERAL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TIBIALCOLLATERAL.gz
M13_TIETZE,Chondrocostal junction syndrome [Tietze],XIII Diseases of the musculoskeletal system and connective tissue (M13_),781,336699,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TIETZE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TIETZE.gz
M13_TOEDEFORMOTH,Other deformities of toe(s),XIII Diseases of the musculoskeletal system and connective tissue (M13_),867,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TOEDEFORMOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TOEDEFORMOTH.gz
M13_TORTICOLLIS,Torticollis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),411,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TORTICOLLIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TORTICOLLIS.gz
M13_TRANSSYNOVITIS,Transient synovitis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),180,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TRANSSYNOVITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TRANSSYNOVITIS.gz
M13_TRIGGERFINGER,Trigger finger,XIII Diseases of the musculoskeletal system and connective tissue (M13_),3673,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TRIGGERFINGER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TRIGGERFINGER.gz
M13_TROCHANTERICBURSITIS,Trochanteric bursitis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),2947,253122,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_TROCHANTERICBURSITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_TROCHANTERICBURSITIS.gz
M13_VALGUS,"Valgus deformity, not elsewhere classified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),171,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_VALGUS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_VALGUS.gz
M13_VARUS,"Varus deformity, not elsewhere classified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),272,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_VARUS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_VARUS.gz
M13_VERTEBCOLLAPSE,"Collapsed vertebra, not elsewhere classified",XIII Diseases of the musculoskeletal system and connective tissue (M13_),165,248831,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_VERTEBCOLLAPSE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_VERTEBCOLLAPSE.gz
M13_VILLONODULAR,Villonodular synovitis (pigmented),XIII Diseases of the musculoskeletal system and connective tissue (M13_),184,221323,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_VILLONODULAR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_VILLONODULAR.gz
M13_WEGENER,Wegener granulomatosis,XIII Diseases of the musculoskeletal system and connective tissue (M13_),389,332115,gs://finngen-public-data-r8/summary_stats/finngen_R8_M13_WEGENER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_M13_WEGENER.gz
MACULA_NAS,Degenerative macular diseases,VII Diseases of the eye and adnexa (H7_),3040,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_MACULA_NAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MACULA_NAS.gz
MACULAR_CYST,Macular cyst,VII Diseases of the eye and adnexa (H7_),403,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_MACULAR_CYST.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MACULAR_CYST.gz
MACULAR_HOLE,Macular hole,VII Diseases of the eye and adnexa (H7_),1092,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_MACULAR_HOLE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MACULAR_HOLE.gz
MACULAR_PUCKER,Macular pucker,VII Diseases of the eye and adnexa (H7_),2995,314042,gs://finngen-public-data-r8/summary_stats/finngen_R8_MACULAR_PUCKER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MACULAR_PUCKER.gz
MATERNCAREFETUSALCO,Maternal care for (suspected) damage to fetus from alcohol,,84,342415,gs://finngen-public-data-r8/summary_stats/finngen_R8_MATERNCAREFETUSALCO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MATERNCAREFETUSALCO.gz
MEMLOSS,Memory loss,,2273,326772,gs://finngen-public-data-r8/summary_stats/finngen_R8_MEMLOSS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MEMLOSS.gz
MENINGITIS,Meningitis,,1257,339503,gs://finngen-public-data-r8/summary_stats/finngen_R8_MENINGITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MENINGITIS.gz
MIGRAINE_TRIPTAN,"Migraine, single triptan purchase ok & required. ICD-code if available is included",,34385,308114,gs://finngen-public-data-r8/summary_stats/finngen_R8_MIGRAINE_TRIPTAN.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MIGRAINE_TRIPTAN.gz
MIGRAINE_UNSPE,"Migraine, unspecified, drug-induced",VI Diseases of the nervous system (G6_),174,342325,gs://finngen-public-data-r8/summary_stats/finngen_R8_MIGRAINE_UNSPE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MIGRAINE_UNSPE.gz
MUCOPROCT,Mucosal proctocolitis,,3560,327263,gs://finngen-public-data-r8/summary_stats/finngen_R8_MUCOPROCT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MUCOPROCT.gz
MYCOBLUNGATYPICA,Atypical mycobacterium lung infection,,265,331674,gs://finngen-public-data-r8/summary_stats/finngen_R8_MYCOBLUNGATYPICA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MYCOBLUNGATYPICA.gz
MYELOPROF_NONCML,Myeloproliferative diseases (CML excluded),,1660,340638,gs://finngen-public-data-r8/summary_stats/finngen_R8_MYELOPROF_NONCML.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_MYELOPROF_NONCML.gz
N14_ABNORMALBLEED,Other abnormal uterine and caginal bleeding,XIV Diseases of the genitourinary system (N14_),9261,100663,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_ABNORMALBLEED.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_ABNORMALBLEED.gz
N14_ACUTENEPHRITIC,Acute nephritic syndrome,XIV Diseases of the genitourinary system (N14_),520,337446,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_ACUTENEPHRITIC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_ACUTENEPHRITIC.gz
N14_ACUTERENFAIL,Acute renal failure,XIV Diseases of the genitourinary system (N14_),5057,330300,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_ACUTERENFAIL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_ACUTERENFAIL.gz
N14_AMENORRHEAPRIM,Amenorrhoea,XIV Diseases of the genitourinary system (N14_),1959,100663,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_AMENORRHEAPRIM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_AMENORRHEAPRIM.gz
N14_BARTHOABSCESS,Abscess of Bartholin gland,XIV Diseases of the genitourinary system (N14_),614,171306,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_BARTHOABSCESS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_BARTHOABSCESS.gz
N14_BARTHOCYS,Cyst of Bartholin Gland,XIV Diseases of the genitourinary system (N14_),945,171306,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_BARTHOCYS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_BARTHOCYS.gz
N14_BARTHOOTHNAS,Other and unspecified disease of Bartholin gland,XIV Diseases of the genitourinary system (N14_),720,171306,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_BARTHOOTHNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_BARTHOOTHNAS.gz
N14_BENIGNMAMDYSP,Benign mammary dysplasia,XIV Diseases of the genitourinary system (N14_),3906,176011,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_BENIGNMAMDYSP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_BENIGNMAMDYSP.gz
N14_BREAST,Disorders of breast,XIV Diseases of the genitourinary system (N14_),14868,176011,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_BREAST.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_BREAST.gz
N14_BREASTDISOTH,Other disorders of breast,XIV Diseases of the genitourinary system (N14_),2875,176011,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_BREASTDISOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_BREASTDISOTH.gz
N14_CALCUKIDUR,Calculus of kidney and ureter,XIV Diseases of the genitourinary system (N14_),8597,333128,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CALCUKIDUR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CALCUKIDUR.gz
N14_CALCULOWER,Calculus of lower urinary tract,XIV Diseases of the genitourinary system (N14_),1224,333128,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CALCULOWER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CALCULOWER.gz
N14_CERVICAL_DYSPLASIA_ALL,All dysplastic lesions of the cervix uteri,XIV Diseases of the genitourinary system (N14_),6957,183922,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CERVICAL_DYSPLASIA_ALL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CERVICAL_DYSPLASIA_ALL.gz
N14_CERVICAL_DYSPLASIA_NOS,Dysplastic lesion of unknown severity of the cervix uteri,XIV Diseases of the genitourinary system (N14_),206,190673,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CERVICAL_DYSPLASIA_NOS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CERVICAL_DYSPLASIA_NOS.gz
N14_CERVICAL_HSIL,HSIL lesion of the cervix uteri,XIV Diseases of the genitourinary system (N14_),4725,186154,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CERVICAL_HSIL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CERVICAL_HSIL.gz
N14_CERVICAL_LSIL,LSIL lesion of the cervix uteri,XIV Diseases of the genitourinary system (N14_),2747,188132,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CERVICAL_LSIL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CERVICAL_LSIL.gz
N14_CHRONEPHROPATH,Chronic nephritic syndrome,XIV Diseases of the genitourinary system (N14_),1001,337446,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CHRONEPHROPATH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CHRONEPHROPATH.gz
N14_CHRONKIDNEYDIS,Chronic kidney disease,XIV Diseases of the genitourinary system (N14_),7916,330300,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CHRONKIDNEYDIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CHRONKIDNEYDIS.gz
N14_CHRONTUBULOINTNEPHRITIS,Chronic tubulo-interstitial nephritis,XIV Diseases of the genitourinary system (N14_),1016,309095,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CHRONTUBULOINTNEPHRITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CHRONTUBULOINTNEPHRITIS.gz
N14_CYSTITIS,Cystitis,XIV Diseases of the genitourinary system (N14_),15524,299449,gs://finngen-public-data-r8/summary_stats/finngen_R8_N14_CYSTITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_N14_CYSTITIS.gz
